bresnro01,1897,Roger Philip,R,15,3
bretthe01,1924,Herbert James,R,7,2
breuema01,1939,Marvin Howard,R,226,5
breweja01,1944,Jack Herndon,R,73,3
breweto01,1954,Thomas Austin,R,733,8
brewija01,1995,Jamie Chancellor,R,79,2
briceal01,1961,Alan Healey,R,3,1
brickra01,1952,Ralph Harold,R,9,1
bridgto01,1930,Thomas Jefferson Davis,R,1674,16
briggbu01,1896,Herbert Theodore,R,338,5
briggjo01,1956,Jonathan Tift,R,80,6
brilene01,1965,Nelson Kelley,R,1163,15
brillfr01,1884,Francis Hasbrouck,R,18,1
brinkbr01,1992,Bradford Albert,R,27,3
briscjo01,1991,John Eric,R,115,6
brittch01,2006,Christopher Daniel,R,58,3
brittja01,1950,John Albert,R,6,2
brittji02,1967,James Allan,R,148,4
brizzto01,1979,Anthony John,R,98,3
broacjo01,1934,John Joseph,R,258,5
broadla01,2007,Lance Daniel,R,39,4
